100,2.726,0.017
120,2.805,0.0222
140,2.914,0.029
160,3.066,0.039
180,3.289,0.053
200,3.641,0.079
210,3.907,0.1
220,4.283,0.136
230,4.867,0.206
240,5.927,0.389
250,8.673,1.352
252,9.864,2.115
254,11.463,3.831
256,12.342,8.01
257,10.876,10.75
258,8.093,12.137
260,3.909,11.146
270,0.639,6.971
280,0.346,4.43
290,0.28,3.565
300,0.276,3.011
325,0.317,2.235
350,0.298,1.818
375,0.241,1.488
400,0.196,1.187
425,0.174,0.902
450,0.182,0.609
475,0.291,0.28
500,0.539,0.115
525,0.707,0.068
560,0.821,0.047
575,0.906,0.035
600,0.971,0.027
650,1.067,0.017
700,1.131,0.012
750,1.181,0.009
800,1.218,0.007
850,1.247,0.005
900,1.269,0.004
950,1.289,0.0035
1000,1.306,0.0029
1020,1.30541,0
1042,1.311,0
1064,1.316,0
1087,1.322,0
1111,1.327,0
1136,1.332,0
1163,1.336,0
1190,1.341,0
